instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,datetime
10972,2012-04-07,2.0,1.0,4,7,0,6,0.0,1.0,15167.360000000002,16343.288000000004,330000.0,85296.38680000001,14,40,54.0,2012-04-07 07:00:00
10973,2012-04-07,2.0,1.0,4,8,0,6,0.0,1.0,17243.82,20713.227199999987,340000.0,76303.5731,29,94,123.0,2012-04-07 08:00:00
10974,2012-04-07,2.0,1.0,4,9,0,6,0.0,1.0,23473.2,46846.61360000001,300000.0,76303.5731,103,173,276.0,2012-04-07 09:00:00
10975,2012-04-07,2.0,1.0,4,10,0,6,0.0,1.0,25549.66,51187.80320000002,280000.00000000006,76303.5731,114,176,363.0,2012-04-07 10:00:00
10976,2012-04-07,2.0,1.0,4,11,0,6,0.0,1.0,27626.120000000003,55557.7424,240000.0,89777.7555,114,244,495.0,2012-04-07 11:00:00
10977,2012-04-07,2.0,1.0,4,12,0,6,0.0,1.0,29702.58,59898.932,230000.0,116726.1203,114,270,590.0,2012-04-07 12:00:00
10978,2012-04-07,2.0,1.0,4,13,0,6,0.0,1.0,33855.5,68610.0608,220000.0,58348.022,114,288,642.5,2012-04-07 13:00:00
10979,2012-04-07,2.0,1.0,4,14,0,6,0.0,1.0,33855.5,68610.0608,220000.0,89777.7555,114,252,578.0,2012-04-07 14:00:00
10980,2012-04-07,2.0,1.0,4,15,0,6,0.0,1.0,35931.96000000001,72980.0,190000.0,125688.8577,114,305,626.0,2012-04-07 15:00:00
10981,2012-04-07,2.0,1.0,4,16,0,6,0.0,1.0,38008.420000000006,77349.9392,190000.0,116726.1203,114,261,615.0,2012-04-07 16:00:00
10982,2012-04-07,2.0,1.0,4,17,0,6,0.0,1.0,38008.420000000006,77349.9392,190000.0,125688.8577,114,268,567.0,2012-04-07 17:00:00
10983,2012-04-07,2.0,1.0,4,18,0,6,0.0,1.0,38008.420000000006,77349.9392,180000.0,89777.7555,114,290,517.0,2012-04-07 18:00:00
10984,2012-04-07,2.0,1.0,4,19,0,6,0.0,1.0,38008.420000000006,77349.9392,160000.0,98770.5692,114,243,413.0,2012-04-07 19:00:00
10985,2012-04-07,2.0,1.0,4,20,0,6,0.0,1.0,33855.5,68610.0608,200000.0,67340.8357,73,135,208.0,2012-04-07 20:00:00
10986,2012-04-07,2.0,1.0,4,21,0,6,0.0,1.0,33855.5,68610.0608,200000.0,58348.022,75,159,234.0,2012-04-07 21:00:00
10987,2012-04-07,2.0,1.0,4,22,0,6,0.0,1.0,31779.04,64268.8712,200000.0,58348.022,76,106,182.0,2012-04-07 22:00:00
10988,2012-04-07,2.0,1.0,4,23,0,6,0.0,1.0,29702.58,59898.932,230000.0,67340.8357,32,86,118.0,2012-04-07 23:00:00
10989,2012-04-08,2.0,1.0,4,0,0,0,0.0,1.0,27626.120000000003,55557.7424,240000.0,67340.8357,21,64,85.0,2012-04-08 00:00:00
10990,2012-04-08,2.0,1.0,4,1,0,0,0.0,1.0,27626.120000000003,55557.7424,240000.0,67340.8357,14,50,64.0,2012-04-08 01:00:00
10991,2012-04-08,2.0,1.0,4,2,0,0,0.0,1.0,27626.120000000003,55557.7424,240000.0,67340.8357,7,25,32.0,2012-04-08 02:00:00
10992,2012-04-08,2.0,1.0,4,3,0,0,0.0,1.0,25549.66,51187.80320000002,260000.0,40392.4709,8,18,26.0,2012-04-08 03:00:00
10993,2012-04-08,2.0,1.0,4,4,0,0,0.0,1.0,23473.2,46846.61360000001,400000.0,0.0,0,7,7.0,2012-04-08 04:00:00
10994,2012-04-08,2.0,1.0,4,5,0,0,0.0,1.0,21396.74,42476.6744,460000.0,0.0,4,8,12.0,2012-04-08 05:00:00
10995,2012-04-08,2.0,1.0,4,6,0,0,0.0,1.0,19320.279999999995,38135.48480000001,370000.0,0.0,7,21,28.0,2012-04-08 06:00:00
10996,2012-04-08,2.0,1.0,4,7,0,0,0.0,1.0,21396.74,42476.6744,270000.0,49385.2846,12,25,37.0,2012-04-08 07:00:00
10997,2012-04-08,2.0,1.0,4,8,0,0,0.0,1.0,23473.2,46846.61360000001,300000.0,58348.022,19,65,84.0,2012-04-08 08:00:00
10998,2012-04-08,2.0,1.0,4,9,0,0,0.0,1.0,27626.120000000003,55557.7424,260000.0,67340.8357,71,108,179.0,2012-04-08 09:00:00
10999,2012-04-08,2.0,1.0,4,10,0,0,0.0,1.0,33855.5,68610.0608,250000.0,67340.8357,113,186,299.0,2012-04-08 10:00:00
11000,2012-04-08,2.0,1.0,4,11,0,0,0.0,1.0,33855.5,68610.0608,250000.0,85296.38680000001,114,209,404.0,2012-04-08 11:00:00
11001,2012-04-08,2.0,1.0,4,12,0,0,0.0,1.0,38008.420000000006,77349.9392,240000.0,76303.5731,114,259,457.0,2012-04-08 12:00:00
11002,2012-04-08,2.0,1.0,4,13,0,0,0.0,1.0,42161.34,86061.068,230000.0,49385.2846,114,254,483.0,2012-04-08 13:00:00
11003,2012-04-08,2.0,1.0,4,14,0,0,0.0,1.0,44237.8,99113.38640000002,180000.0,134681.6714,114,249,503.0,2012-04-08 14:00:00
11004,2012-04-08,2.0,1.0,4,15,0,0,0.0,1.0,46314.26,103483.3256,170000.0,107733.3066,114,226,486.0,2012-04-08 15:00:00
11005,2012-04-08,2.0,1.0,4,16,0,0,0.0,1.0,48390.72,103483.3256,190000.0,98770.5692,114,244,476.0,2012-04-08 16:00:00
11006,2012-04-08,2.0,1.0,4,17,0,0,0.0,1.0,46314.26,103483.3256,220000.0,89777.7555,114,226,411.0,2012-04-08 17:00:00
11007,2012-04-08,2.0,1.0,4,18,0,0,0.0,1.0,46314.26,103483.3256,250000.0,98770.5692,114,159,310.0,2012-04-08 18:00:00
11008,2012-04-08,2.0,1.0,4,19,0,0,0.0,1.0,44237.8,103483.3256,230000.0,116726.1203,89,187,276.0,2012-04-08 19:00:00
11009,2012-04-08,2.0,1.0,4,20,0,0,0.0,1.0,40084.88000000001,81691.12879999999,280000.00000000006,125688.8577,65,146,211.0,2012-04-08 20:00:00
11010,2012-04-08,2.0,1.0,4,21,0,0,0.0,1.0,35931.96000000001,72980.0,340000.0,67340.8357,53,77,130.0,2012-04-08 21:00:00
11011,2012-04-08,2.0,1.0,4,22,0,0,0.0,1.0,33855.5,68610.0608,360000.0,67340.8357,33,85,118.0,2012-04-08 22:00:00
11012,2012-04-08,2.0,1.0,4,23,0,0,0.0,1.0,33855.5,68610.0608,390000.0,76303.5731,10,41,51.0,2012-04-08 23:00:00
11013,2012-04-09,2.0,1.0,4,0,0,1,1.0,1.0,31779.04,64268.8712,390000.0,85296.38680000001,8,29,37.0,2012-04-09 00:00:00
11014,2012-04-09,2.0,1.0,4,1,0,1,1.0,1.0,29702.58,59898.932,410000.0,40392.4709,4,12,16.0,2012-04-09 01:00:00
11015,2012-04-09,2.0,1.0,4,2,0,1,1.0,1.0,29702.58,59898.932,310000.0,58348.022,2,4,6.0,2012-04-09 02:00:00
11016,2012-04-09,2.0,1.0,4,3,0,1,1.0,1.0,27626.120000000003,55557.7424,300000.0,49385.2846,0,3,3.0,2012-04-09 03:00:00
11017,2012-04-09,2.0,1.0,4,4,0,1,1.0,1.0,27626.120000000003,55557.7424,240000.0,58348.022,2,3,5.0,2012-04-09 04:00:00
11018,2012-04-09,2.0,1.0,4,5,0,1,1.0,1.0,27626.120000000003,55557.7424,240000.0,58348.022,2,30,32.0,2012-04-09 05:00:00
11019,2012-04-09,2.0,1.0,4,6,0,1,1.0,1.0,25549.66,51187.80320000002,260000.0,67340.8357,3,108,111.0,2012-04-09 06:00:00
11020,2012-04-09,2.0,1.0,4,7,0,1,1.0,1.0,25549.66,51187.80320000002,280000.00000000006,58348.022,11,320,331.0,2012-04-09 07:00:00
11021,2012-04-09,2.0,1.0,4,8,0,1,1.0,1.0,27626.120000000003,55557.7424,300000.0,58348.022,22,499,617.0,2012-04-09 08:00:00
11022,2012-04-09,2.0,1.0,4,9,0,1,1.0,1.0,29702.58,59898.932,310000.0,107733.3066,50,236,286.0,2012-04-09 09:00:00
11023,2012-04-09,2.0,1.0,4,10,0,1,1.0,1.0,33855.5,68610.0608,270000.0,143614.33249999996,65,113,178.0,2012-04-09 10:00:00
11024,2012-04-09,2.0,1.0,4,11,0,1,1.0,1.0,35931.96000000001,72980.0,270000.0,125688.8577,96,127,223.0,2012-04-09 11:00:00
11025,2012-04-09,2.0,1.0,4,12,0,1,1.0,1.0,38008.420000000006,77349.9392,280000.00000000006,143614.33249999996,94,186,280.0,2012-04-09 12:00:00
11026,2012-04-09,2.0,1.0,4,13,0,1,1.0,1.0,38008.420000000006,77349.9392,280000.00000000006,143614.33249999996,108,173,281.0,2012-04-09 13:00:00
11027,2012-04-09,2.0,1.0,4,14,0,1,1.0,1.0,40084.88000000001,81691.12879999999,280000.00000000006,143614.33249999996,66,152,218.0,2012-04-09 14:00:00
11028,2012-04-09,2.0,1.0,4,15,0,1,1.0,1.0,42161.34,86061.068,280000.00000000006,143614.33249999996,82,173,255.0,2012-04-09 15:00:00
11029,2012-04-09,2.0,1.0,4,16,0,1,1.0,1.0,40084.88000000001,81691.12879999999,300000.0,125688.8577,81,310,391.0,2012-04-09 16:00:00
11030,2012-04-09,2.0,1.0,4,17,0,1,1.0,1.0,38008.420000000006,77349.9392,320000.0,125688.8577,67,499,632.0,2012-04-09 17:00:00
11031,2012-04-09,2.0,1.0,4,18,0,1,1.0,1.0,38008.420000000006,77349.9392,340000.0,89777.7555,60,499,642.5,2012-04-09 18:00:00
11032,2012-04-09,2.0,1.0,4,19,0,1,1.0,1.0,35931.96000000001,72980.0,340000.0,107733.3066,35,386,421.0,2012-04-09 19:00:00
11033,2012-04-09,2.0,1.0,4,20,0,1,1.0,1.0,33855.5,68610.0608,360000.0,134681.6714,21,255,276.0,2012-04-09 20:00:00
11034,2012-04-09,2.0,1.0,4,21,0,1,1.0,3.0,31779.04,64268.8712,410000.0,125688.8577,14,151,165.0,2012-04-09 21:00:00
11035,2012-04-09,2.0,1.0,4,22,0,1,1.0,2.0,29702.58,59898.932,410000.0,143614.33249999996,6,102,108.0,2012-04-09 22:00:00
11036,2012-04-09,2.0,1.0,4,23,0,1,1.0,1.0,27626.120000000003,55557.7424,440000.0,89777.7555,6,61,67.0,2012-04-09 23:00:00
11037,2012-04-10,2.0,1.0,4,0,0,2,1.0,2.0,27626.120000000003,55557.7424,470000.0,85296.38680000001,3,23,26.0,2012-04-10 00:00:00
11038,2012-04-10,2.0,1.0,4,1,0,2,1.0,1.0,25549.66,51187.80320000002,500000.0,67340.8357,0,9,9.0,2012-04-10 01:00:00
11039,2012-04-10,2.0,1.0,4,2,0,2,1.0,1.0,19320.279999999995,29424.356,710000.0,40392.4709,0,2,2.0,2012-04-10 02:00:00
11040,2012-04-10,2.0,1.0,4,3,0,2,1.0,1.0,19320.279999999995,29424.356,710000.0,40392.4709,0,2,2.0,2012-04-10 03:00:00
11041,2012-04-10,2.0,1.0,4,4,0,2,1.0,1.0,17243.82,25054.416799999988,710000.0,40392.4709,0,2,2.0,2012-04-10 04:00:00
11042,2012-04-10,2.0,1.0,4,5,0,2,1.0,1.0,17243.82,25054.416799999988,710000.0,40392.4709,0,24,24.0,2012-04-10 05:00:00
11043,2012-04-10,2.0,1.0,4,6,0,2,1.0,1.0,17243.82,29424.356,710000.0,31429.7335,3,100,103.0,2012-04-10 06:00:00
11044,2012-04-10,2.0,1.0,4,7,0,2,1.0,1.0,17243.82,29424.356,710000.0,31429.7335,16,368,384.0,2012-04-10 07:00:00
11045,2012-04-10,2.0,1.0,4,8,0,2,1.0,1.0,21396.74,42476.6744,620000.0,40392.4709,22,499,642.5,2012-04-10 08:00:00
11046,2012-04-10,2.0,1.0,4,9,0,2,1.0,1.0,25549.66,51187.80320000002,670000.0,58348.022,16,303,319.0,2012-04-10 09:00:00
11047,2012-04-10,2.0,1.0,4,10,0,2,1.0,1.0,29702.58,59898.932,470000.0,49385.2846,49,132,181.0,2012-04-10 10:00:00
11048,2012-04-10,2.0,1.0,4,11,0,2,1.0,1.0,33855.5,68610.0608,360000.0,0.0,78,161,239.0,2012-04-10 11:00:00
11049,2012-04-10,2.0,1.0,4,12,0,2,1.0,1.0,38008.420000000006,77349.9392,220000.0,85296.38680000001,75,184,259.0,2012-04-10 12:00:00
11050,2012-04-10,2.0,1.0,4,13,0,2,1.0,1.0,35931.96000000001,72980.0,230000.0,49385.2846,81,202,283.0,2012-04-10 13:00:00
11051,2012-04-10,2.0,1.0,4,14,0,2,1.0,1.0,38008.420000000006,77349.9392,240000.0,58348.022,75,149,224.0,2012-04-10 14:00:00
11052,2012-04-10,2.0,1.0,4,15,0,2,1.0,1.0,40084.88000000001,81691.12879999999,210000.0,89777.7555,46,157,203.0,2012-04-10 15:00:00
11053,2012-04-10,2.0,1.0,4,16,0,2,1.0,1.0,42161.34,86061.068,210000.0,76303.5731,66,296,362.0,2012-04-10 16:00:00
11054,2012-04-10,2.0,1.0,4,17,0,2,1.0,1.0,40084.88000000001,81691.12879999999,210000.0,143614.33249999996,88,499,642.5,2012-04-10 17:00:00
11055,2012-04-10,2.0,1.0,4,18,0,2,1.0,1.0,38008.420000000006,77349.9392,220000.0,125688.8577,78,499,642.5,2012-04-10 18:00:00
11056,2012-04-10,2.0,1.0,4,19,0,2,1.0,1.0,35931.96000000001,72980.0,200000.0,107733.3066,51,428,479.0,2012-04-10 19:00:00
11057,2012-04-10,2.0,1.0,4,20,0,2,1.0,1.0,29702.58,59898.932,280000.00000000006,116726.1203,34,248,282.0,2012-04-10 20:00:00
11058,2012-04-10,2.0,1.0,4,21,0,2,1.0,1.0,27626.120000000003,55557.7424,300000.0,134681.6714,15,191,206.0,2012-04-10 21:00:00
11059,2012-04-10,2.0,1.0,4,22,0,2,1.0,1.0,23473.2,46846.61360000001,370000.0,143614.33249999996,9,118,127.0,2012-04-10 22:00:00
11060,2012-04-10,2.0,1.0,4,23,0,2,1.0,1.0,19320.279999999995,25054.416799999988,400000.0,125688.8577,14,48,62.0,2012-04-10 23:00:00
11061,2012-04-11,2.0,1.0,4,0,0,3,1.0,1.0,17243.82,16343.288000000004,360000.0,125688.8577,8,22,30.0,2012-04-11 00:00:00
11062,2012-04-11,2.0,1.0,4,1,0,3,1.0,1.0,17243.82,20713.227199999987,390000.0,85296.38680000001,3,9,12.0,2012-04-11 01:00:00
11063,2012-04-11,2.0,1.0,4,2,0,3,1.0,1.0,15167.360000000002,16343.288000000004,450000.0,85296.38680000001,0,2,2.0,2012-04-11 02:00:00
11064,2012-04-11,2.0,1.0,4,3,0,3,1.0,1.0,13090.9,12002.098400000004,490000.0,67340.8357,0,2,2.0,2012-04-11 03:00:00
11065,2012-04-11,2.0,1.0,4,5,0,3,1.0,1.0,11014.440000000004,7632.159200000005,560000.0000000001,58348.022,1,26,27.0,2012-04-11 05:00:00
11066,2012-04-11,2.0,1.0,4,6,0,3,1.0,1.0,11014.440000000004,12002.098400000004,560000.0000000001,31429.7335,3,103,106.0,2012-04-11 06:00:00
11067,2012-04-11,2.0,1.0,4,7,0,3,1.0,1.0,11014.440000000004,12002.098400000004,520000.0,40392.4709,18,303,321.0,2012-04-11 07:00:00
11068,2012-04-11,2.0,1.0,4,8,0,3,1.0,1.0,13090.9,12002.098400000004,490000.0,67340.8357,14,499,595.0,2012-04-11 08:00:00
11069,2012-04-11,2.0,1.0,4,9,0,3,1.0,2.0,15167.360000000002,16343.288000000004,490000.0,89777.7555,20,282,302.0,2012-04-11 09:00:00
11070,2012-04-11,2.0,1.0,4,10,0,3,1.0,2.0,17243.82,16343.288000000004,490000.0,98770.5692,26,127,153.0,2012-04-11 10:00:00
11071,2012-04-11,2.0,1.0,4,11,0,3,1.0,2.0,21396.74,42476.6744,430000.0,98770.5692,38,142,180.0,2012-04-11 11:00:00
11072,2012-04-11,2.0,1.0,4,12,0,3,1.0,2.0,19320.279999999995,25054.416799999988,460000.0,116726.1203,35,147,182.0,2012-04-11 12:00:00
11073,2012-04-11,2.0,1.0,4,13,0,3,1.0,2.0,23473.2,46846.61360000001,400000.0,107733.3066,16,147,163.0,2012-04-11 13:00:00
11074,2012-04-11,2.0,1.0,4,14,0,3,1.0,1.0,19320.279999999995,29424.356,569999.9999999999,58348.022,34,101,135.0,2012-04-11 14:00:00
11075,2012-04-11,2.0,1.0,4,15,0,3,1.0,3.0,21396.74,42476.6744,460000.0,67340.8357,50,152,202.0,2012-04-11 15:00:00
11076,2012-04-11,2.0,1.0,4,16,0,3,1.0,1.0,27626.120000000003,55557.7424,330000.0,89777.7555,51,256,307.0,2012-04-11 16:00:00
11077,2012-04-11,2.0,1.0,4,17,0,3,1.0,1.0,25549.66,51187.80320000002,350000.0,116726.1203,52,499,579.0,2012-04-11 17:00:00
11078,2012-04-11,2.0,1.0,4,18,0,3,1.0,3.0,23473.2,46846.61360000001,430000.0,125688.8577,39,499,585.0,2012-04-11 18:00:00
11079,2012-04-11,2.0,1.0,4,19,0,3,1.0,1.0,23473.2,46846.61360000001,400000.0,107733.3066,28,356,384.0,2012-04-11 19:00:00
11080,2012-04-11,2.0,1.0,4,20,0,3,1.0,1.0,19320.279999999995,25054.416799999988,460000.0,98770.5692,22,213,235.0,2012-04-11 20:00:00
11081,2012-04-11,2.0,1.0,4,21,0,3,1.0,1.0,17243.82,16343.288000000004,569999.9999999999,116726.1203,11,154,165.0,2012-04-11 21:00:00
11082,2012-04-11,2.0,1.0,4,22,0,3,1.0,1.0,17243.82,16343.288000000004,569999.9999999999,98770.5692,4,130,134.0,2012-04-11 22:00:00
11083,2012-04-11,2.0,1.0,4,23,0,3,1.0,1.0,17243.82,16343.288000000004,569999.9999999999,89777.7555,9,52,61.0,2012-04-11 23:00:00
11084,2012-04-12,2.0,1.0,4,0,0,4,1.0,1.0,15167.360000000002,16343.288000000004,660000.0,85296.38680000001,1,22,23.0,2012-04-12 00:00:00
11085,2012-04-12,2.0,1.0,4,1,0,4,1.0,1.0,15167.360000000002,16343.288000000004,660000.0,67340.8357,2,7,9.0,2012-04-12 01:00:00
11086,2012-04-12,2.0,1.0,4,2,0,4,1.0,1.0,15167.360000000002,16343.288000000004,610000.0,85296.38680000001,0,4,4.0,2012-04-12 02:00:00
11087,2012-04-12,2.0,1.0,4,3,0,4,1.0,1.0,15167.360000000002,16343.288000000004,610000.0,76303.5731,2,3,5.0,2012-04-12 03:00:00
11088,2012-04-12,2.0,1.0,4,4,0,4,1.0,1.0,13090.9,12002.098400000004,610000.0,67340.8357,0,1,1.0,2012-04-12 04:00:00
11089,2012-04-12,2.0,1.0,4,5,0,4,1.0,1.0,13090.9,12002.098400000004,610000.0,67340.8357,0,21,21.0,2012-04-12 05:00:00
11090,2012-04-12,2.0,1.0,4,6,0,4,1.0,1.0,13090.9,12002.098400000004,650000.0,76303.5731,2,94,96.0,2012-04-12 06:00:00
11091,2012-04-12,2.0,1.0,4,7,0,4,1.0,1.0,13090.9,7632.159200000005,650000.0,98770.5692,12,294,306.0,2012-04-12 07:00:00
11092,2012-04-12,2.0,1.0,4,8,0,4,1.0,1.0,15167.360000000002,16343.288000000004,660000.0,98770.5692,20,499,624.0,2012-04-12 08:00:00
11093,2012-04-12,2.0,1.0,4,9,0,4,1.0,1.0,19320.279999999995,25054.416799999988,569999.9999999999,107733.3066,16,271,287.0,2012-04-12 09:00:00
11094,2012-04-12,2.0,1.0,4,10,0,4,1.0,1.0,23473.2,46846.61360000001,500000.0,89777.7555,38,103,141.0,2012-04-12 10:00:00
11095,2012-04-12,2.0,1.0,4,11,0,4,1.0,1.0,25549.66,51187.80320000002,470000.0,89777.7555,50,174,224.0,2012-04-12 11:00:00
11096,2012-04-12,2.0,1.0,4,12,0,4,1.0,1.0,29702.58,59898.932,410000.0,134681.6714,60,199,259.0,2012-04-12 12:00:00
11097,2012-04-12,2.0,1.0,4,13,0,4,1.0,1.0,31779.04,64268.8712,360000.0,134681.6714,55,148,203.0,2012-04-12 13:00:00
11098,2012-04-12,2.0,1.0,4,14,0,4,1.0,1.0,33855.5,68610.0608,310000.0,98770.5692,74,150,224.0,2012-04-12 14:00:00
11099,2012-04-12,2.0,1.0,4,15,0,4,1.0,1.0,31779.04,64268.8712,310000.0,76303.5731,42,169,211.0,2012-04-12 15:00:00
11100,2012-04-12,2.0,1.0,4,16,0,4,1.0,1.0,31779.04,64268.8712,310000.0,85296.38680000001,54,299,353.0,2012-04-12 16:00:00
11101,2012-04-12,2.0,1.0,4,17,0,4,1.0,1.0,33855.5,68610.0608,270000.0,116726.1203,60,499,642.5,2012-04-12 17:00:00
11102,2012-04-12,2.0,1.0,4,18,0,4,1.0,1.0,33855.5,68610.0608,270000.0,116726.1203,63,499,610.0,2012-04-12 18:00:00
11103,2012-04-12,2.0,1.0,4,19,0,4,1.0,1.0,29702.58,59898.932,310000.0,89777.7555,50,383,433.0,2012-04-12 19:00:00
11104,2012-04-12,2.0,1.0,4,20,0,4,1.0,1.0,27626.120000000003,55557.7424,330000.0,76303.5731,26,254,280.0,2012-04-12 20:00:00
11105,2012-04-12,2.0,1.0,4,21,0,4,1.0,1.0,25549.66,51187.80320000002,350000.0,40392.4709,13,174,187.0,2012-04-12 21:00:00
11106,2012-04-12,2.0,1.0,4,22,0,4,1.0,1.0,25549.66,51187.80320000002,350000.0,58348.022,15,143,158.0,2012-04-12 22:00:00
11107,2012-04-12,2.0,1.0,4,23,0,4,1.0,1.0,25549.66,51187.80320000002,350000.0,58348.022,8,86,94.0,2012-04-12 23:00:00
11108,2012-04-13,2.0,1.0,4,0,0,5,1.0,1.0,23473.2,46846.61360000001,370000.0,76303.5731,14,41,55.0,2012-04-13 00:00:00
11109,2012-04-13,2.0,1.0,4,1,0,5,1.0,1.0,19320.279999999995,29424.356,460000.0,58348.022,2,28,30.0,2012-04-13 01:00:00
11110,2012-04-13,2.0,1.0,4,2,0,5,1.0,1.0,17243.82,25054.416799999988,490000.0,58348.022,6,5,11.0,2012-04-13 02:00:00
11111,2012-04-13,2.0,1.0,4,3,0,5,1.0,1.0,17243.82,25054.416799999988,610000.0,49385.2846,3,8,11.0,2012-04-13 03:00:00
11112,2012-04-13,2.0,1.0,4,4,0,5,1.0,2.0,17243.82,25054.416799999988,530000.0,40392.4709,1,4,5.0,2012-04-13 04:00:00
11113,2012-04-13,2.0,1.0,4,5,0,5,1.0,2.0,17243.82,25054.416799999988,530000.0,49385.2846,2,19,21.0,2012-04-13 05:00:00
11114,2012-04-13,2.0,1.0,4,6,0,5,1.0,1.0,15167.360000000002,20713.227199999987,569999.9999999999,49385.2846,0,84,84.0,2012-04-13 06:00:00
11115,2012-04-13,2.0,1.0,4,7,0,5,1.0,1.0,17243.82,20713.227199999987,610000.0,67340.8357,13,283,296.0,2012-04-13 07:00:00
11116,2012-04-13,2.0,1.0,4,8,0,5,1.0,1.0,21396.74,42476.6744,460000.0,49385.2846,24,499,563.0,2012-04-13 08:00:00
11117,2012-04-13,2.0,1.0,4,9,0,5,1.0,1.0,25549.66,51187.80320000002,410000.0,49385.2846,36,294,330.0,2012-04-13 09:00:00
11118,2012-04-13,2.0,1.0,4,10,0,5,1.0,1.0,27626.120000000003,55557.7424,380000.0,58348.022,59,133,192.0,2012-04-13 10:00:00
11119,2012-04-13,2.0,1.0,4,11,0,5,1.0,1.0,29702.58,59898.932,360000.0,40392.4709,75,158,233.0,2012-04-13 11:00:00
11120,2012-04-13,2.0,1.0,4,12,0,5,1.0,1.0,33855.5,68610.0608,310000.0,0.0,104,218,322.0,2012-04-13 12:00:00
11121,2012-04-13,2.0,1.0,4,13,0,5,1.0,1.0,35931.96000000001,72980.0,270000.0,85296.38680000001,112,246,358.0,2012-04-13 13:00:00
11122,2012-04-13,2.0,1.0,4,14,0,5,1.0,1.0,35931.96000000001,72980.0,270000.0,0.0,114,223,348.0,2012-04-13 14:00:00
11123,2012-04-13,2.0,1.0,4,15,0,5,1.0,1.0,38008.420000000006,77349.9392,280000.00000000006,76303.5731,114,237,352.0,2012-04-13 15:00:00
11124,2012-04-13,2.0,1.0,4,16,0,5,1.0,1.0,40084.88000000001,81691.12879999999,260000.0,76303.5731,113,350,463.0,2012-04-13 16:00:00
11125,2012-04-13,2.0,1.0,4,17,0,5,1.0,1.0,40084.88000000001,81691.12879999999,240000.0,49385.2846,114,499,642.5,2012-04-13 17:00:00
11126,2012-04-13,2.0,1.0,4,18,0,5,1.0,1.0,38008.420000000006,77349.9392,260000.0,40392.4709,107,499,642.5,2012-04-13 18:00:00
11127,2012-04-13,2.0,1.0,4,19,0,5,1.0,1.0,38008.420000000006,77349.9392,240000.0,49385.2846,75,352,427.0,2012-04-13 19:00:00
11128,2012-04-13,2.0,1.0,4,20,0,5,1.0,1.0,33855.5,68610.0608,290000.0,40392.4709,44,242,286.0,2012-04-13 20:00:00
11129,2012-04-13,2.0,1.0,4,21,0,5,1.0,1.0,33855.5,68610.0608,360000.0,0.0,36,153,189.0,2012-04-13 21:00:00
11130,2012-04-13,2.0,1.0,4,22,0,5,1.0,1.0,27626.120000000003,55557.7424,620000.0,31429.7335,34,181,215.0,2012-04-13 22:00:00
11131,2012-04-13,2.0,1.0,4,23,0,5,1.0,1.0,25549.66,51187.80320000002,620000.0,26948.3648,35,163,198.0,2012-04-13 23:00:00
11132,2012-04-14,2.0,1.0,4,0,0,6,0.0,1.0,23473.2,46846.61360000001,579999.9999999999,40392.4709,11,85,96.0,2012-04-14 00:00:00
11133,2012-04-14,2.0,1.0,4,1,0,6,0.0,1.0,23473.2,46846.61360000001,579999.9999999999,40392.4709,10,60,70.0,2012-04-14 01:00:00
11134,2012-04-14,2.0,1.0,4,2,0,6,0.0,1.0,21396.74,42476.6744,660000.0,40392.4709,3,53,56.0,2012-04-14 02:00:00
11135,2012-04-14,2.0,1.0,4,3,0,6,0.0,1.0,19320.279999999995,33765.5456,660000.0,26948.3648,6,26,32.0,2012-04-14 03:00:00
11136,2012-04-14,2.0,1.0,4,4,0,6,0.0,1.0,19320.279999999995,33765.5456,710000.0,31429.7335,5,9,14.0,2012-04-14 04:00:00
11137,2012-04-14,2.0,1.0,4,5,0,6,0.0,1.0,19320.279999999995,33765.5456,660000.0,31429.7335,2,5,7.0,2012-04-14 05:00:00
11138,2012-04-14,2.0,1.0,4,6,0,6,0.0,1.0,17243.82,25054.416799999988,760000.0,49385.2846,2,19,21.0,2012-04-14 06:00:00
11139,2012-04-14,2.0,1.0,4,7,0,6,0.0,1.0,19320.279999999995,33765.5456,710000.0,31429.7335,8,56,64.0,2012-04-14 07:00:00
11140,2012-04-14,2.0,1.0,4,8,0,6,0.0,1.0,19320.279999999995,29424.356,710000.0,40392.4709,24,136,160.0,2012-04-14 08:00:00
11141,2012-04-14,2.0,1.0,4,9,0,6,0.0,1.0,25549.66,51187.80320000002,540000.0,40392.4709,59,206,265.0,2012-04-14 09:00:00
11142,2012-04-14,2.0,1.0,4,10,0,6,0.0,1.0,29702.58,59898.932,510000.0,49385.2846,114,267,406.0,2012-04-14 10:00:00
11143,2012-04-14,2.0,1.0,4,11,0,6,0.0,1.0,35931.96000000001,72980.0,450000.0,58348.022,114,357,564.0,2012-04-14 11:00:00
11144,2012-04-14,2.0,1.0,4,12,0,6,0.0,1.0,42161.34,86061.068,350000.0,76303.5731,114,404,642.5,2012-04-14 12:00:00
11145,2012-04-14,2.0,1.0,4,13,0,6,0.0,1.0,46314.26,107824.5152,330000.0,89777.7555,114,370,642.5,2012-04-14 13:00:00
11146,2012-04-14,2.0,1.0,4,14,0,6,0.0,2.0,48390.72,107824.5152,270000.0,134681.6714,114,372,642.5,2012-04-14 14:00:00
